Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1985","1985","1000 persons","75983.485","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","1985","1985","1000 persons","37626.647","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","1985","1985","1000 persons","38356.839","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","1985","1985","1000 persons","24020.646","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","1985","1985","1000 persons","53340.061","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1986","1986","1000 persons","77599.098","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","1986","1986","1000 persons","38409.614","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","1986","1986","1000 persons","39189.491","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","1986","1986","1000 persons","24107.638","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","1986","1986","1000 persons","54826.487","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1987","1987","1000 persons","79200.081","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","1987","1987","1000 persons","39203.285","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","1987","1987","1000 persons","39996.796","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","1987","1987","1000 persons","24181.059","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","1987","1987","1000 persons","56321.993","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1988","1988","1000 persons","80788.721","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","1988","1988","1000 persons","39998.09","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","1988","1988","1000 persons","40790.635","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","1988","1988","1000 persons","24245.553","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","1988","1988","1000 persons","57838.366","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1989","1989","1000 persons","82368.931","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","1989","1989","1000 persons","40780.317","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","1989","1989","1000 persons","41588.613","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","1989","1989","1000 persons","24309.061","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","1989","1989","1000 persons","59388.83","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1990","1990","1000 persons","83943.132","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","1990","1990","1000 persons","41540.39","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","1990","1990","1000 persons","42402.745","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","1990","1990","1000 persons","24396.091","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","1990","1990","1000 persons","60961.783","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1991","1991","1000 persons","85512.623","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","1991","1991","1000 persons","42274.502","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","1991","1991","1000 persons","43238.119","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","1991","1991","1000 persons","24540.635","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","1991","1991","1000 persons","62530.877","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1992","1992","1000 persons","87075.138","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","1992","1992","1000 persons","42986.384","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","1992","1992","1000 persons","44088.752","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","1992","1992","1000 persons","24686.09","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","1992","1992","1000 persons","64142.22","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1993","1993","1000 persons","88625.44","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","1993","1993","1000 persons","43683.138","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","1993","1993","1000 persons","44942.302","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","1993","1993","1000 persons","24825.966","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","1993","1993","1000 persons","65774.487","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1994","1994","1000 persons","90156.4","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","1994","1994","1000 persons","44375.432","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","1994","1994","1000 persons","45780.964","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","1994","1994","1000 persons","24948.375","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","1994","1994","1000 persons","67400.772","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1995","1995","1000 persons","91663.285","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","1995","1995","1000 persons","45070.878","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","1995","1995","1000 persons","46592.412","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","1995","1995","1000 persons","25046.599","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","1995","1995","1000 persons","68998.98","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1996","1996","1000 persons","93147.044","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","1996","1996","1000 persons","45774.072","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","1996","1996","1000 persons","47372.973","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","1996","1996","1000 persons","25194.471","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","1996","1996","1000 persons","70492.981","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1997","1997","1000 persons","94611.002","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","1997","1997","1000 persons","46482.687","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","1997","1997","1000 persons","48128.321","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","1997","1997","1000 persons","25362.769","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","1997","1997","1000 persons","71918.97","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1998","1998","1000 persons","96056.321","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","1998","1998","1000 persons","47189.374","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","1998","1998","1000 persons","48866.939","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","1998","1998","1000 persons","25510.018","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","1998","1998","1000 persons","73311.438","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1999","1999","1000 persons","97484.832","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","1999","1999","1000 persons","47883.302","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","1999","1999","1000 persons","49601.521","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","1999","1999","1000 persons","25635.525","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","1999","1999","1000 persons","74665.054","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 persons","98899.845","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","2000","2000","1000 persons","48558.034","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","2000","2000","1000 persons","50341.811","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","2000","2000","1000 persons","25712.262","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","2000","2000","1000 persons","76007.411","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 persons","100298.153","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","2001","2001","1000 persons","49208.752","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","2001","2001","1000 persons","51089.4","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","2001","2001","1000 persons","25720.596","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","2001","2001","1000 persons","77346.472","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 persons","101684.758","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","2002","2002","1000 persons","49841.883","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","2002","2002","1000 persons","51842.881","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","2002","2002","1000 persons","25708.164","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","2002","2002","1000 persons","78647.444","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 persons","103081.02","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","2003","2003","1000 persons","50475.626","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","2003","2003","1000 persons","52605.394","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","2003","2003","1000 persons","25689.517","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","2003","2003","1000 persons","79950.936","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","104514.932","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","2004","2004","1000 persons","51134.956","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","2004","2004","1000 persons","53379.978","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","2004","2004","1000 persons","25682.103","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","2004","2004","1000 persons","81313.48","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 persons","106005.203","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","2005","2005","1000 persons","51836.847","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","2005","2005","1000 persons","54168.352","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","2005","2005","1000 persons","25698.905","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","2005","2005","1000 persons","82773.323","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","107560.153","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","2006","2006","1000 persons","52588.297","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","2006","2006","1000 persons","54971.858","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","2006","2006","1000 persons","25744.268","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","2006","2006","1000 persons","84348.11","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","109170.502","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","2007","2007","1000 persons","53381.477","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","2007","2007","1000 persons","55789.026","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","2007","2007","1000 persons","25812.028","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","2007","2007","1000 persons","86024.318","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","110815.271","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","2008","2008","1000 persons","54200.255","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","2008","2008","1000 persons","56615.017","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","2008","2008","1000 persons","25890.431","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","2008","2008","1000 persons","87771.378","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","112463.887","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","2009","2009","1000 persons","55020.935","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","2009","2009","1000 persons","57442.951","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","2009","2009","1000 persons","25966.026","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","2009","2009","1000 persons","89539.202","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","114092.963","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","2010","2010","1000 persons","55825.784","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","2010","2010","1000 persons","58267.177","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","2010","2010","1000 persons","26026.826","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","2010","2010","1000 persons","91292.115","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","115695.473","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","2011","2011","1000 persons","56609.424","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","2011","2011","1000 persons","59086.044","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","2011","2011","1000 persons","26068.11","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","2011","2011","1000 persons","93021.907","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 persons","117274.155","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","2012","2012","1000 persons","57375.324","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","2012","2012","1000 persons","59898.832","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","2012","2012","1000 persons","26092.527","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","2012","2012","1000 persons","94735.78","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","118827.161","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","2013","2013","1000 persons","58125.266","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","2013","2013","1000 persons","60701.892","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","2013","2013","1000 persons","26100.98","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","2013","2013","1000 persons","96434.989","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 persons","120355.128","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","2014","2014","1000 persons","58863.834","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","2014","2014","1000 persons","61491.303","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","2014","2014","1000 persons","26095.704","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","2014","2014","1000 persons","98125.896","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","121858.258","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","2015","2015","1000 persons","59594.171","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","2015","2015","1000 persons","62264.08","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","26078.248","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","99812.701","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 persons","123333.376","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","60315.359","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","63018.02","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","2016","2016","1000 persons","26048.191","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","2016","2016","1000 persons","101492.232","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","124777.324","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","61024.503","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","63752.823","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","2017","2017","1000 persons","26004.525","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","2017","2017","1000 persons","103158.751","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","126190.788","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","61720.819","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","64469.963","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","25947.576","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","104811.498","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","159","Nigeria","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1950","1950","1000 persons","37859.748","X","International reliable sources",""
"OA","Annual population","159","Nigeria","512","Total Population - Male","3010","Population - Est. & Proj.","1950","1950","1000 persons","18886.354","X","International reliable sources",""
"OA","Annual population","159","Nigeria","513","Total Population - Female","3010","Population - Est. & Proj.","1950","1950","1000 persons","18973.396","X","International reliable sources",""
"OA","Annual population","159","Nigeria","551","Rural population","3010","Population - Est. & Proj.","1950","1950","1000 persons","34319.75","X","International reliable sources",""
"OA","Annual population","159","Nigeria","561","Urban population","3010","Population - Est. & Proj.","1950","1950","1000 persons","3539.994","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","159","Nigeria","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1951","1951","1000 persons","38424.141","X","International reliable sources",""
"OA","Annual population","159","Nigeria","512","Total Population - Male","3010","Population - Est. & Proj.","1951","1951","1000 persons","19167.315","X","International reliable sources",""
"OA","Annual population","159","Nigeria","513","Total Population - Female","3010","Population - Est. & Proj.","1951","1951","1000 persons","19256.827","X","International reliable sources","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Annual population","159","Nigeria","551","Rural population","3010","Population - Est. & Proj.","1951","1951","1000 persons","34641.674","X","International reliable sources",""
"OA","Annual population","159","Nigeria","561","Urban population","3010","Population - Est. & Proj.","1951","1951","1000 persons","3782.304","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","159","Nigeria","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1952","1952","1000 persons","39035.444","X","International reliable sources",""
"OA","Annual population","159","Nigeria","512","Total Population - Male","3010","Population - Est. & Proj.","1952","1952","1000 persons","19472.357","X","International reliable sources",""
"OA","Annual population","159","Nigeria","513","Total Population - Female","3010","Population - Est. & Proj.","1952","1952","1000 persons","19563.078","X","International reliable sources",""
"OA","Annual population","159","Nigeria","551","Rural population","3010","Population - Est. & Proj.","1952","1952","1000 persons","34990.831","X","International reliable sources",""
"OA","Annual population","159","Nigeria","561","Urban population","3010","Population - Est. & Proj.","1952","1952","1000 persons","4044.314","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","159","Nigeria","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1953","1953","1000 persons","39686.163","X","International reliable sources",""
