Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","351","China","561","Urban population","3010","Population - Est. & Proj.","2013","2013","1000 persons","758533.671","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","351","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 persons","1430670.819","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","351","China","512","Total Population - Male","3010","Population - Est. & Proj.","2014","2014","1000 persons","734197.103","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","351","China","513","Total Population - Female","3010","Population - Est. & Proj.","2014","2014","1000 persons","696473.717","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","351","China","551","Rural population","3010","Population - Est. & Proj.","2014","2014","1000 persons","641352.868","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","351","China","561","Urban population","3010","Population - Est. & Proj.","2014","2014","1000 persons","779954.516","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","351","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","1438193.428","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","351","China","512","Total Population - Male","3010","Population - Est. & Proj.","2015","2015","1000 persons","737896.196","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","351","China","513","Total Population - Female","3010","Population - Est. & Proj.","2015","2015","1000 persons","700297.23","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","351","China","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","627097.042","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","351","China","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","801263.909","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","351","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 persons","1445523.929","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","351","China","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","741481.549","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","351","China","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","704042.37","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","351","China","551","Rural population","3010","Population - Est. & Proj.","2016","2016","1000 persons","612549.421","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","351","China","561","Urban population","3010","Population - Est. & Proj.","2016","2016","1000 persons","822422.66","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","351","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","1452625.244","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","351","China","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","744932.969","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","351","China","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","707692.264","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","351","China","551","Rural population","3010","Population - Est. & Proj.","2017","2017","1000 persons","597816.52","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","351","China","561","Urban population","3010","Population - Est. & Proj.","2017","2017","1000 persons","843314.783","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","351","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","1459377.612","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","351","China","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","748189.245","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","351","China","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","711188.365","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","351","China","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","583199.631","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","351","China","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","863601.691","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1950","1950","1000 persons","41833.882","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1950","1950","1000 persons","20110.096","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1950","1950","1000 persons","21723.777","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1950","1950","1000 persons","18748.739","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1950","1950","1000 persons","23130.866","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1951","1951","1000 persons","42031.191","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1951","1951","1000 persons","20220.913","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1951","1951","1000 persons","21810.283","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1951","1951","1000 persons","18607.969","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1951","1951","1000 persons","23462.95","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1952","1952","1000 persons","42315.6","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1952","1952","1000 persons","20374.989","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1952","1952","1000 persons","21940.609","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1952","1952","1000 persons","18510.554","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1952","1952","1000 persons","23855.025","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1953","1953","1000 persons","42654.662","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1953","1953","1000 persons","20556.567","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1953","1953","1000 persons","22098.094","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1953","1953","1000 persons","18438.843","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1953","1953","1000 persons","24285.38","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1954","1954","1000 persons","43024.816","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1954","1954","1000 persons","20754.124","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1954","1954","1000 persons","22270.693","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1954","1954","1000 persons","18364.773","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1954","1954","1000 persons","24753.073","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1955","1955","1000 persons","43411.367","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1955","1955","1000 persons","20960.404","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1955","1955","1000 persons","22450.973","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1955","1955","1000 persons","18210.424","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1955","1955","1000 persons","25317.338","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1956","1956","1000 persons","43808.989","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1956","1956","1000 persons","21172.622","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1956","1956","1000 persons","22636.375","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1956","1956","1000 persons","18054.607","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1956","1956","1000 persons","25891.605","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1957","1957","1000 persons","44221.227","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1957","1957","1000 persons","21392.237","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1957","1957","1000 persons","22828.987","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1957","1957","1000 persons","17899.709","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1957","1957","1000 persons","26476.026","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1958","1958","1000 persons","44659.046","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1958","1958","1000 persons","21624.323","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1958","1958","1000 persons","23034.729","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1958","1958","1000 persons","17748.784","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1958","1958","1000 persons","27078.826","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1959","1959","1000 persons","45138.438","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1959","1959","1000 persons","21876.29","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1959","1959","1000 persons","23262.143","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1959","1959","1000 persons","17608.7","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1959","1959","1000 persons","27710.41","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1960","1960","1000 persons","45673.146","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1960","1960","1000 persons","22154.569","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1960","1960","1000 persons","23518.578","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1960","1960","1000 persons","17484.108","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1960","1960","1000 persons","28381.288","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1961","1961","1000 persons","46266.981","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1961","1961","1000 persons","22460.819","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1961","1961","1000 persons","23806.155","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1961","1961","1000 persons","17377.038","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1961","1961","1000 persons","29093.786","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1962","1962","1000 persons","46907.042","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1962","1962","1000 persons","22788.799","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1962","1962","1000 persons","24118.244","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1962","1962","1000 persons","17204.379","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1962","1962","1000 persons","29917.003","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1963","1963","1000 persons","47560.826","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1963","1963","1000 persons","23122.911","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1963","1963","1000 persons","24437.914","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1963","1963","1000 persons","16865.726","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1963","1963","1000 persons","30915.676","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1964","1964","1000 persons","48184.418","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1964","1964","1000 persons","23442.14","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1964","1964","1000 persons","24742.274","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1964","1964","1000 persons","16506.148","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1964","1964","1000 persons","31896.689","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1965","1965","1000 persons","48746.652","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1965","1965","1000 persons","23731.585","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1965","1965","1000 persons","25015.068","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1965","1965","1000 persons","16119.321","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1965","1965","1000 persons","32832.934","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1966","1966","1000 persons","49232.539","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1966","1966","1000 persons","23983.631","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1966","1966","1000 persons","25248.905","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1966","1966","1000 persons","15700.478","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1966","1966","1000 persons","33710.909","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1967","1967","1000 persons","49651.083","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1967","1967","1000 persons","24202.474","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1967","1967","1000 persons","25448.606","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1967","1967","1000 persons","15257.908","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1967","1967","1000 persons","34534.027","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1968","1968","1000 persons","50024.582","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1968","1968","1000 persons","24399.462","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1968","1968","1000 persons","25625.125","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1968","1968","1000 persons","14919.053","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1968","1968","1000 persons","35208.09","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1969","1969","1000 persons","50387.448","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1969","1969","1000 persons","24591.978","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1969","1969","1000 persons","25795.463","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1969","1969","1000 persons","14813.127","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1969","1969","1000 persons","35653.267","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1970","1970","1000 persons","50763.92","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1970","1970","1000 persons","24792.092","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1970","1970","1000 persons","25971.829","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1970","1970","1000 persons","14716.875","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1970","1970","1000 persons","36126.954","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1971","1971","1000 persons","51162.568","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1971","1971","1000 persons","25004.592","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1971","1971","1000 persons","26157.977","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1971","1971","1000 persons","14634.174","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1971","1971","1000 persons","36639.296","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1972","1972","1000 persons","51573.265","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1972","1972","1000 persons","25223.833","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1972","1972","1000 persons","26349.435","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1972","1972","1000 persons","14559.813","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1972","1972","1000 persons","37180.024","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1973","1973","1000 persons","51979.527","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1973","1973","1000 persons","25439.057","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1973","1973","1000 persons","26540.474","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1973","1973","1000 persons","14485.774","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1973","1973","1000 persons","37726.54","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1974","1974","1000 persons","52356.796","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1974","1974","1000 persons","25634.632","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1974","1974","1000 persons","26722.161","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1974","1974","1000 persons","14398.973","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1974","1974","1000 persons","38247.225","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1975","1975","1000 persons","52688.576","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1975","1975","1000 persons","25800.065","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1975","1975","1000 persons","26888.51","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1975","1975","1000 persons","14352.306","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1975","1975","1000 persons","38658.424","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1976","1976","1000 persons","52969.317","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1976","1976","1000 persons","25931.534","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1976","1976","1000 persons","27037.78","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1976","1976","1000 persons","14391.373","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1976","1976","1000 persons","38904.418","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1977","1977","1000 persons","53208.554","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1977","1977","1000 persons","26034.903","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1977","1977","1000 persons","27173.646","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1977","1977","1000 persons","14412.793","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1977","1977","1000 persons","39103.42","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1978","1978","1000 persons","53423.112","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1978","1978","1000 persons","26121.208","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1978","1978","1000 persons","27301.904","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1978","1978","1000 persons","14423.117","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1978","1978","1000 persons","39273.336","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1979","1979","1000 persons","53637.069","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1979","1979","1000 persons","26206.266","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1979","1979","1000 persons","27430.807","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1979","1979","1000 persons","14432.11","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1979","1979","1000 persons","39440.334","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1980","1980","1000 persons","53868.009","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1980","1980","1000 persons","26301.693","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1980","1980","1000 persons","27566.313","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1980","1980","1000 persons","14446.845","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1980","1980","1000 persons","39623.972","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1981","1981","1000 persons","54121.013","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1981","1981","1000 persons","26410.845","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1981","1981","1000 persons","27710.164","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1981","1981","1000 persons","14469.159","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1981","1981","1000 persons","39828.886","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","68","France","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1982","1982","1000 persons","54391.471","X","International reliable sources",""
"OA","Annual population","68","France","512","Total Population - Male","3010","Population - Est. & Proj.","1982","1982","1000 persons","26530.825","X","International reliable sources",""
"OA","Annual population","68","France","513","Total Population - Female","3010","Population - Est. & Proj.","1982","1982","1000 persons","27860.644","X","International reliable sources",""
"OA","Annual population","68","France","551","Rural population","3010","Population - Est. & Proj.","1982","1982","1000 persons","14496.258","X","International reliable sources",""
"OA","Annual population","68","France","561","Urban population","3010","Population - Est. & Proj.","1982","1982","1000 persons","40051.43","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
